Transmission category,Transmission name,Transmission description,"Option 1 - e.g. Accept envoy, take this action, do this, etc etc",Option 2 - Take this alternative action,"Option 3 - take this alternative action (option 3 is usually a crazy explosive different action you can take, that is very unexpected)","Option 1 Consequences - e.g. faction relation boost +1 or -1 (never more than this), lose 100 astra/other resources, gain a ship, or a building level, etc etc",Option 2 consequences,Option 3 consequences
Signal,Beacon light moving between moons,A signal trace has been lifted from the edge of the system under the label beacon light moving between moons. Technicians say the carrier is steady; the interference sits underneath rather than across it; No reply has been sent.,Copy the burst to the observatory,Route it through customs first,Tie the signal to the station bells and ring the whole port with it,gain 340 Astra; lose 200 Deuterium,lose 560 Astra; gain 100 Aurelite,Terran Union relation +1; gain 900 Aurelite; lose 220 Astra
Signal,Dormant Spire picks up internal chatter,"Dormant Spire picks up internal chatter entered the watch report during the late scan. One portion of the file carries speech beneath the static, though the words still break apart on replay... The chart beside it is still blank.",Let the machine voice finish its cycle,Interrupt with a challenge code from the old war,"Promise relief, transmit false coordinates, and wait in ambush",Helios Consortium relation +1; gain 380 Astra; lose 20 Vulkron,Helios Consortium relation -1; gain 60 Vulkron; gain 160 Astra,Helios Consortium relation -1; gain 1600 Astra; lose 260 Vulkron
Signal,Unlisted carrier tone in the night cycle,Long-range staff flagged unlisted carrier tone in the night cycle after the last sweep; The trace drifts just enough to avoid the standard route tables. Archive has marked it for comparison against older records.,Log the sequence as harmless traffic,Issue a restricted notice and shut down amateur listening,Sell the clean recording to three factions at once,Terran Union relation +1; gain 560 Aurelite; lose 270 Aurelite,Terran Union relation -1; gain 70 Aurelite; lose 20 Astra,Terran Union relation -1; gain 200 Astra; lose 620 Aurelite
Signal,Archive line reading tomorrow’s date,"The listening room has opened a fresh file on archive line reading tomorrow’s date: The burst arrives in short blocks, then drops away before the readers can lock a reply window. The source remains unclaimed.",Answer on formal channels and wait for a second reply,Bounce the signal through the archive dishes and strip it for pattern,Feed the raw burst through a forbidden decoder and take whatever comes back,lose 1 ship: Solar Wisp; gain 1750 Astra; gain 1240 Deuterium; gain 620 Deuterium; Helios Consortium relation -1; lose 530 Deuterium,lose 460 Aurelite; lose 20 Aurelite; gain 210 Vulkron,Helios Consortium relation -1; gain 140 Aurelite; gain 40 Astra
Signal,Survey buoy with split timecode,"Survey buoy with split timecode has been added to the signal queue for second review. The band is thin, bright, and oddly clean for something this far out. No faction key has been attached.",Mark the source and keep silent,Transmit a false registry header and see what answers,Flood the band with refinery noise and chase the sender into the open,gain 1 ship: Bastille; lose 820 Astra; lose 1060 Deuterium; lose 140 Deuterium; Terran Union relation +1,Terran Union relation -1; gain 160 Deuterium; lose 160 Deuterium,Terran Union relation -1; gain 100 Astra; lose 260 Aurelite; lose 80 Deuterium
Signal,Whisper line under port static,A narrow band transmission under the title whisper line under port static was logged before dawn. The pattern holds across each return and sits clear of ordinary trade chatter; The room has left the line open for another pass.,Open a translation cell and circulate the clean text,Lock the message behind sealed clerical review,Write your own continuation onto the end of the burst and send it back,Voidborne Pact relation +1; gain 60 Astra; lose 380 Deuterium,Voidborne Pact relation +1; lose 180 Aurelite,Voidborne Pact relation -1; gain 1240 Vulkron; lose 420 Vulkron; lose 90 Astra
Signal,Signal from the old parade mast,"The outer dish caught signal from the old parade mast on a clean pass. Timing marks line up too neatly for random noise, yet no active beacon matches the sequence... A second interpretation has been requested.",Triangulate with civilian arrays,Borrow Helios mathematics and map the drift,Ride a cutter straight into the signal cone with transponders dark,Nomad Clans relation +1; gain 380 Deuterium; lose 20 Aurelite,lose 40 Deuterium; gain 140 Vulkron,Nomad Clans relation -1; gain 140 Astra; lose 70 Vulkron
Strange event,Vault under the lower shaft,A fresh incident docket names vault under the lower shaft and nothing else on the cover; A pair of supervisors wrote separate notes and signed the same margin. The boundary markers are still in place.,Fence the site and bring in careful hands,Leave the site undisturbed and watch it through the night,Crack it open with mining charges and sort the pieces later,Terran Union relation +1; gain 120 Deuterium; lose 460 Deuterium,gain 380 Vulkron; lose 120 Aurelite,Terran Union relation -1; gain 160 Vulkron; lose 100 Astra
Strange event,Glass rain over the northern rows,Glass rain over the northern rows has been entered on the incident board after reports from the ground teams: Samples were taken where possible; the remainder was left in place behind cord tape. No one has moved it since the first note was taken.,Move civilians back and call the engineers,Keep work running around the edge of it,Shunt extra power into it and force a response,Stellar Federacy relation +1; gain 90 Astra; lose 130 Aurelite,Stellar Federacy relation +1; gain 30 Vulkron; lose 50 Aurelite,Stellar Federacy relation +1; gain 180 Astra; lose 180 Aurelite; gain 20 Vulkron
Strange event,Stopped clocks across the colony,"A report under the name stopped clocks across the colony reached the administration desk this morning. The record includes hand measurements, lamp angles, and one blurred slate image. Nothing further has been entered.",Collect samples and send them to the lower labs,Bury the finding in routine maintenance reports,Load the whole thing onto a freight sledge and drag it to the Spire,Eclipse Dominion relation +1; gain 100 Aurelite; lose 60 Deuterium,Eclipse Dominion relation -1; lose 200 Deuterium; lose 80 Deuterium; gain 240 Vulkron,Eclipse Dominion relation +1; gain 160 Astra; lose 380 Deuterium
Strange event,Living alloy in storage,"Field staff filed living alloy in storage just after first bell. The report carries practical details only: distance, colour, weight, and placement; The docket remains unsigned at the final line.",Drain the chamber and send lamps inside,Seal the chamber and pour fill over the entry,Lower a prisoner team into it and lock the ladder behind them,Voidborne Pact relation +1; gain 260 Astra; lose 560 Aurelite,Voidborne Pact relation -1; lose 560 Astra; gain 320 Deuterium,Voidborne Pact relation +1; gain 1480 Aurelite; lose 500 Vulkron
Strange event,Second dawn over the ridge,Second dawn over the ridge now sits on the central board under active review. The nearest crews stopped work long enough to mark the edges with chalk and survey pins... The site remains under a simple watch post.,Post a watch and rotate shifts through the site,Treat it as weather and carry on with the day,Turn the colony speakers toward it and let everyone hear it at once,Terran Union relation +1; gain 460 Aurelite; lose 420 Vulkron,Terran Union relation -1; lose 380 Deuterium; gain 200 Deuterium,Terran Union relation -1; gain 1360 Aurelite; lose 160 Aurelite
Strange event,White growth at the perimeter fence,A sealed note titled white growth at the perimeter fence was brought in from the perimeter teams; The area was marked without further handling once the first pass was complete. The case sits open on the desk.,"Call clergy, engineers, and port doctors together",Keep the matter inside one office only,Sell access to the site by the hour and make the bidders queue,gain 100 Vulkron; lose 120 Deuterium,Nomad Clans relation -1; lose 70 Aurelite; lose 180 Astra; gain 250 Vulkron,Nomad Clans relation -1; gain 560 Astra; lose 100 Vulkron
Strange event,Warm stone near the Dormant Spire,"The first written account of warm stone near the dormant spire arrived before shift change: The first witnesses disagree on timing, though their sketches match more closely than their words. The matter has not yet been assigned a formal cause.",Take readings and publish nothing,Invite one trusted faction observer,Break the thing deliberately and claim the fragments as evidence,Stellar Federacy relation +1; gain 460 Vulkron; lose 100 Aurelite,gain 260 Aurelite; lose 180 Aurelite,Stellar Federacy relation -1; gain 620 Astra; lose 140 Vulkron
Strange event,Blue ash in the intake grates,"Blue ash in the intake grates was carried up from the lower desk with witness signatures attached. No utility line, scheduled test, or weather note explains what was found on site. Further handling instructions are waiting on your call.",Fence the site and bring in careful hands,Leave the site undisturbed and watch it through the night,Crack it open with mining charges and sort the pieces later,Stellar Federacy relation +1; gain 240 Astra; lose 80 Aurelite,Stellar Federacy relation -1; lose 40 Deuterium; gain 100 Deuterium,Stellar Federacy relation -1; gain 760 Aurelite; lose 300 Astra
Strange event,Lift cage arriving empty,A fresh incident docket names lift cage arriving empty and nothing else on the cover. A pair of supervisors wrote separate notes and signed the same margin; The boundary markers are still in place.,Move civilians back and call the engineers,Keep work running around the edge of it,Shunt extra power into it and force a response,Eclipse Dominion relation +1; gain 100 Deuterium; lose 560 Deuterium,lose 140 Deuterium; gain 140 Vulkron,Eclipse Dominion relation -1; gain 620 Vulkron; lose 160 Vulkron
Strange event,Cold patch under the Central Spire,Cold patch under the Central Spire has been entered on the incident board after reports from the ground teams. Samples were taken where possible; the remainder was left in place behind cord tape... No one has moved it since the first note was taken.,Collect samples and send them to the lower labs,Bury the finding in routine maintenance reports,Load the whole thing onto a freight sledge and drag it to the Spire,gain 220 Aurelite; lose 50 Astra,gain 30 Deuterium; lose 120 Aurelite,Terran Union relation -1; gain 380 Astra; lose 620 Astra
